English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Spanish Word
bobbin	0	0	0	0	0	0	0	0	0	0	bobina
bode	0	0	0	0	0	0	0	0	0	0	presagiar
bodice	0	0	0	0	0	0	0	0	0	0	corpiño
bodily	0	0	0	0	0	0	0	0	0	0	corporal
body	0	0	0	0	0	0	0	0	0	0	cuerpo
bodyguard	0	0	0	0	0	0	1	0	0	1	guardaespaldas
astonishment	0	0	0	0	1	0	1	0	1	0	asombro
critter	0	0	1	0	0	0	0	0	0	0	bicho
boil	0	0	1	0	0	1	0	0	0	0	hervir
boiler	0	0	0	0	0	0	0	0	0	0	caldera
trillion	0	0	0	0	0	0	0	0	0	0	billones
boiling	0	0	0	0	0	0	0	0	0	0	hirviendo
boisterous	1	1	0	0	1	1	1	0	0	0	bullicioso
bing	0	0	0	0	0	0	0	0	0	0	bing
amazingly	0	0	0	0	1	0	1	0	1	0	asombrosamente
bolster	0	0	0	0	0	0	1	0	0	0	reforzar
bolt	0	0	0	0	0	0	0	0	0	0	tornillo
bolus	0	0	0	0	0	0	0	0	0	0	bolo
bomb	1	0	0	1	0	1	0	1	1	0	bomba
bombard	1	0	0	1	0	1	0	0	0	0	bombardear
astonishingly	0	0	0	0	0	0	1	0	1	0	asombrosamente
bombed	0	0	1	0	0	1	0	0	0	0	bombardeado
surprisingly	0	1	0	0	0	0	0	0	1	0	sorprendentemente
bonanza	0	0	0	0	1	0	1	0	0	0	bonanza
bond	0	0	0	0	0	0	0	0	0	0	vínculo
cunning	0	0	0	0	0	1	1	0	0	0	astucia
cleverness	0	0	0	0	0	0	1	0	0	0	inteligencia
bone	0	0	0	0	0	0	0	0	0	0	hueso
boner	0	0	0	0	0	0	0	0	0	0	metedura de pata
bones	0	0	0	0	0	0	0	0	0	0	huesos
bonfire	0	0	0	0	0	0	0	0	0	0	hoguera
bal	0	0	0	0	0	0	0	0	0	0	bola
bonnet	0	0	0	0	0	0	0	0	0	0	capó
bonus	0	1	0	0	1	0	1	0	1	0	prima
bony	0	0	0	0	0	0	0	0	0	0	óseo
boo	0	0	0	0	0	1	0	0	0	0	abucheo
boob	0	0	0	0	0	0	0	0	0	0	teta
booby	0	0	0	0	0	1	0	0	0	0	bobo
book	0	0	0	0	0	0	0	0	0	0	libro
bookcase	0	0	0	0	0	0	0	0	0	0	estantería
booking	0	0	0	0	0	0	0	0	0	0	reserva
bookish	0	0	0	0	0	0	1	0	0	0	libresco
bookkeeper	0	0	0	0	0	0	0	0	0	0	contable
bookkeeping	0	0	0	0	0	0	0	0	0	0	teneduría de libros
booklet	0	0	0	0	0	0	0	0	0	0	folleto
books	0	0	0	0	0	0	0	0	0	0	libros
bookseller	0	0	0	0	0	0	0	0	0	0	librero
bookshop	0	0	0	0	0	0	1	0	0	0	librería
bookstore	0	0	0	0	0	0	0	0	0	0	librería
bookworm	0	0	0	0	0	1	1	0	0	0	ratón de biblioteca
boomerang	0	1	0	0	0	0	0	0	0	1	bumerang
booming	0	0	0	0	0	0	0	0	0	0	en auge
trickery	1	0	1	1	0	1	0	1	1	0	engaño
bourse	0	0	0	0	0	0	0	0	0	0	bolsa
booster	0	0	0	0	0	0	0	0	0	0	refuerzo
boot	0	0	0	0	0	0	0	0	0	0	bota
booth	0	0	0	0	0	0	0	0	0	0	puesto
boots	0	0	0	0	0	0	0	0	0	0	botas
booty	0	0	0	0	0	0	0	0	0	0	botín
booze	0	0	0	0	0	1	0	0	0	0	bebida alcohólica
border	0	0	0	0	0	0	0	0	0	0	borde
bordering	0	0	0	0	0	0	0	0	0	0	limítrofe
bore	0	0	0	0	0	1	0	0	0	0	aburrir
airbag	0	0	0	0	0	0	0	0	0	0	bolsa de aire
boredom	0	0	0	0	0	1	0	1	0	0	aburrimiento
borer	0	0	0	0	0	0	0	0	0	0	taladrador
boring	0	0	0	0	0	1	0	0	0	0	aburrido
borough	0	0	0	0	0	0	0	0	0	0	ciudad
pretty	0	1	0	0	1	0	1	0	0	1	bonita
borrower	0	0	0	0	0	1	0	0	0	0	prestatario
bosom	0	0	0	0	0	0	0	0	0	0	seno
boss	0	0	0	0	0	0	0	0	0	0	jefe
boston	0	0	0	0	0	0	0	0	0	0	bostón
botanical	0	0	0	0	0	0	0	0	0	0	botánico
botanist	0	0	0	0	0	0	0	0	0	0	botánico
botany	0	0	0	0	0	0	0	0	0	0	botánica
bother	0	0	0	0	0	1	0	0	0	0	molestar
astute	0	0	0	0	0	0	1	0	0	0	astuto
bottle	0	0	0	0	0	0	0	0	0	0	botella
bottom	0	0	0	0	0	1	0	1	0	0	abajo
bottomless	0	0	0	1	0	0	0	0	0	0	sin fondo
boulder	0	0	0	0	0	0	0	0	0	0	roca
bonne	0	0	0	0	0	0	1	0	0	0	Bonne
gaping	0	0	0	0	0	0	0	0	0	0	boquiabierto
boundary	0	0	0	0	0	0	0	0	0	0	Perímetro
boundless	0	0	0	0	0	0	0	0	0	0	sin límites
bounds	0	0	0	0	0	0	0	0	0	0	límites
crafty	0	0	0	0	0	0	0	0	0	0	astuto
foxy	0	0	0	0	0	0	0	0	0	0	zorro
bouquet	0	0	0	0	1	0	1	0	0	1	ramo
bourgeois	0	0	0	0	0	0	0	0	0	0	burgués
bourgeoisie	0	0	0	0	0	0	0	0	0	0	burguesía
boreal	0	0	0	0	0	0	0	0	0	0	boreales
sly	1	0	1	1	0	1	0	0	0	0	taimado
bovine	0	0	1	0	0	1	0	0	0	0	bovino
bowed	0	0	0	0	0	0	0	0	0	0	encorvado
bowels	0	0	1	0	0	0	0	0	0	0	intestinos
yawning	0	0	0	0	0	1	0	0	0	0	bostezando
bowls	0	0	0	0	0	0	0	0	0	0	bochas
box	0	0	0	0	0	0	0	0	0	0	caja
boxer	0	0	0	0	0	0	0	0	0	0	Boxer
boxing	1	0	0	0	0	0	0	0	0	0	boxeo
boycott	0	0	0	0	0	1	0	0	0	0	boicotear
boyhood	0	0	0	0	0	0	0	0	0	0	niñez
wily	0	0	0	0	0	0	0	0	0	0	astuto
brace	0	0	0	0	0	0	0	0	0	0	abrazadera
bracelet	0	0	0	0	0	0	0	0	0	0	pulsera
braces	0	0	0	0	0	0	0	0	0	0	tirantes
brachial	0	0	0	0	0	0	0	0	0	0	braquial
bracket	0	0	0	0	0	0	0	0	0	0	soporte
brackets	0	0	0	0	0	0	0	0	0	0	soportes
brackish	0	0	0	0	0	0	0	0	0	0	salobre
brad	0	0	0	0	0	0	0	0	0	0	puntilla
brag	0	0	0	0	0	1	0	0	0	0	jactarse
braid	0	0	0	0	0	0	0	0	0	0	trenza
brain	0	0	0	0	0	0	0	0	0	0	cerebro
brains	0	0	0	0	0	0	1	0	0	0	sesos
brainstorm	0	0	0	0	0	0	0	0	0	0	idea genial
brake	0	0	0	0	0	0	0	0	0	0	freno
bran	0	0	1	0	0	0	0	0	0	0	salvado
branch	0	0	0	0	0	0	0	0	0	0	rama
branching	0	0	0	0	0	0	0	0	0	0	derivación
brandy	0	0	0	0	0	1	0	0	0	0	brandy
brass	0	0	0	0	0	0	0	0	0	0	latón
brat	0	0	0	0	0	0	0	0	0	0	palo de golf
bravado	0	0	0	0	0	1	0	0	0	0	bravata
bravery	0	0	0	0	0	0	1	0	0	0	valentía
brawl	1	0	1	1	0	1	0	0	0	0	pelearse
brazen	1	0	0	0	0	1	0	0	0	0	descarado
frighten	0	0	0	1	0	1	0	1	1	0	asustar
bounce	0	0	0	0	0	0	0	0	0	0	bote
breadth	0	0	0	0	0	0	0	0	0	0	amplitud
heading	0	0	0	0	0	0	0	0	0	0	Bóveda
breakable	0	0	0	0	0	0	0	0	0	0	quebradizo
sunshine	0	0	0	0	1	0	1	0	0	0	Brillo Solar
breaker	0	0	0	0	0	0	0	0	0	0	interruptor automático
good	0	1	0	0	1	0	1	0	1	1	bueno
breakfast	0	0	0	0	0	0	1	0	0	0	desayuno
breakneck	0	0	0	0	0	1	0	0	0	0	vertiginoso
startle	0	0	0	1	0	1	0	0	1	0	sobresaltar
breath	0	0	0	0	0	0	0	0	0	0	aliento
breech	0	0	0	0	0	0	0	0	0	0	recámara
breeches	0	0	0	0	0	0	0	0	0	0	pantalones
buffet	1	0	0	0	0	1	0	0	0	0	buffet
breeder	0	0	0	0	0	0	0	0	0	0	criador
breeding	0	0	0	0	0	0	0	0	0	0	cría
breeze	0	0	0	0	0	0	0	0	0	0	brisa
breezy	0	0	0	0	0	0	0	0	0	0	ventoso
brethren	0	0	0	0	0	0	0	0	0	0	hermanos de religion
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	brevedad
brew	0	0	0	0	0	0	0	0	0	0	elaborar cerveza
brewing	0	0	0	0	0	0	0	0	0	0	fabricación de cerveza
casket	0	0	0	1	0	1	0	1	0	0	ataúd
coffin	0	0	0	1	0	1	0	1	0	0	ataúd
brick	0	0	0	0	0	0	0	0	0	0	ladrillo
bridal	0	1	0	0	1	0	1	0	0	1	nupcial
bride	0	1	0	0	1	0	1	0	0	1	novia
bridegroom	0	1	0	0	1	0	1	0	0	1	novio
bridesmaid	0	0	0	0	1	0	1	0	0	1	dama de honor
bridge	0	0	0	0	0	0	0	0	0	0	puente
bridle	0	0	0	0	0	0	0	0	0	0	brida
briefly	0	0	0	0	0	0	0	0	0	0	brevemente
brig	0	0	0	0	0	0	0	0	0	0	bergantín
brigade	0	0	0	1	0	1	0	0	0	0	brigada
afraid	0	0	0	1	0	1	0	0	0	0	asustado
frightened	0	0	0	1	0	1	0	0	1	0	asustado
attractiveness	0	0	0	0	0	0	1	0	0	0	atractivo
brim	0	0	0	0	0	0	0	0	0	0	borde
brimming	0	0	0	0	0	0	0	0	0	0	rebosante
brimstone	1	0	0	1	0	1	0	0	0	0	azufre
brine	0	0	0	0	0	0	0	0	0	0	salmuera
bring	0	0	0	0	0	0	0	0	0	0	traer
brink	0	0	0	0	0	0	0	0	0	0	borde
brisk	0	0	0	0	0	0	0	0	0	0	enérgico
bristle	0	0	0	0	0	1	0	0	0	0	cerda
brittle	0	0	0	0	0	0	0	0	0	0	frágil
broadcast	0	0	0	0	0	0	0	0	0	0	transmisión
broadside	0	1	0	0	0	1	0	0	0	0	costado
brocade	0	0	0	0	0	0	1	0	0	0	brocado
brochure	0	0	0	0	0	0	0	0	0	0	folleto
broil	1	0	0	0	0	1	0	0	0	0	asar
bubbling	0	0	0	0	0	0	0	0	0	0	burbujeante
broken	1	0	0	1	0	1	0	1	0	0	roto
broker	0	0	0	0	0	0	0	0	0	0	corredor
brokerage	0	0	0	0	0	0	0	0	0	0	corretaje
bronco	0	0	0	0	0	0	0	0	0	0	potro cerril
bronze	0	0	0	0	0	0	0	0	0	0	bronce
brood	0	0	0	0	0	0	0	0	0	0	cría
brooding	0	0	0	0	0	0	0	0	0	0	melancólico
brook	0	0	0	0	0	0	0	0	0	0	arroyo
donkey	0	0	1	0	0	1	0	0	0	0	Burro
broth	0	0	0	0	0	0	0	0	0	0	caldo
brothel	0	0	1	0	0	1	0	0	0	0	burdel
desirability	0	0	0	0	0	0	0	0	0	0	atractivo
brotherhood	0	0	0	0	0	0	1	0	0	1	fraternidad
engaging	0	0	0	0	1	0	1	0	0	1	involucrarse
brow	0	0	0	0	0	0	0	0	0	0	frente
brown	0	0	0	0	0	0	0	0	0	0	marrón
bruise	0	1	0	0	0	1	0	0	0	0	moretón
brunette	0	0	0	0	0	0	0	0	0	0	morena
inviting	0	1	0	0	1	0	1	0	1	1	acogedor
bushel	0	0	0	0	0	0	0	0	0	0	bushel
brutal	1	0	0	1	0	1	0	0	0	0	brutal
brutality	1	0	0	1	0	1	0	0	0	0	brutalidad
atrocious	1	0	1	0	0	1	0	0	0	0	atroz
bubble	0	0	0	0	0	0	0	0	0	0	burbuja
search	0	0	0	0	0	0	0	0	0	0	búsqueda
buck	0	0	0	1	0	1	1	0	1	0	dólar
bucket	0	0	0	0	0	0	0	0	0	0	balde
buckle	0	0	0	0	0	0	0	0	0	0	hebilla
buckled	0	0	0	0	0	0	0	0	0	0	abrochado
bud	0	0	0	0	0	0	0	0	0	0	brote
heinous	0	0	0	0	0	1	0	0	0	0	atroz
budge	0	0	0	0	0	0	0	0	0	0	ceder
budget	0	0	0	0	0	0	0	0	0	1	presupuesto
buffalo	0	0	0	0	0	0	0	0	0	0	búfalo
buffer	0	0	0	0	0	0	0	0	0	0	buffer
wellhead	0	0	0	0	0	0	0	0	0	0	cabeza de pozo
expired	0	0	0	0	0	1	0	0	0	0	Caducado
racking	0	0	0	0	0	0	0	0	0	0	desgarrador
buggy	0	0	0	0	0	0	0	0	0	0	calesa
bugle	0	1	0	0	0	0	0	0	0	0	bugle
confounded	0	0	0	0	0	1	0	0	0	0	confundido
builder	0	0	0	0	0	0	0	0	0	0	constructor
building	0	0	0	0	0	0	1	0	0	0	edificio
buildings	0	0	0	0	0	0	0	0	0	0	edificios
bulb	0	0	0	0	0	0	0	0	0	0	bulbo
bulbous	0	0	0	0	0	1	0	0	0	0	bulboso
bulge	0	0	0	0	0	0	0	0	0	0	bulto
bulk	0	0	0	0	0	0	0	0	0	0	a granel
bulkhead	0	0	0	0	0	0	0	0	0	0	mamparo
bulky	0	0	0	0	0	0	0	0	0	0	voluminoso
bull	0	0	0	0	0	0	0	0	0	0	toro
bulldog	0	0	0	0	0	0	1	0	0	0	buldog
bulldozer	0	0	0	0	0	0	0	0	0	0	excavadora
bullet	0	0	0	0	0	0	0	0	0	0	bala
bulletin	0	0	0	0	0	0	0	0	0	0	boletín
bulletproof	0	0	0	0	0	0	1	0	0	0	a prueba de balas
bullock	0	0	0	0	0	0	0	0	0	0	toro castrado
dazed	0	0	0	0	0	1	0	0	0	0	aturdido
bulwark	0	0	0	0	0	0	0	0	0	0	baluarte
stunned	0	0	0	1	0	1	0	0	1	0	aturdido
bummer	1	0	1	0	0	1	0	0	0	0	gorrón
bump	0	0	0	0	0	0	0	0	0	0	bulto
bun	0	0	0	0	0	0	0	0	0	0	bollo
bunch	0	0	0	0	0	0	0	0	0	0	racimo
ilk	0	0	0	0	0	0	0	0	0	0	calaña
bungalow	0	0	0	0	0	0	0	0	0	0	bungalow
bunk	0	0	0	0	0	0	0	0	0	0	litera
bunker	0	0	0	1	0	0	0	0	0	0	búnker
bunt	0	0	0	0	0	0	0	0	0	0	tizón
buoy	0	0	0	0	0	0	1	0	0	0	boya
buoyancy	0	0	0	0	0	0	0	0	0	0	flotabilidad
bur	0	0	0	0	0	0	0	0	0	0	rebaba
burden	0	0	0	0	0	0	0	0	0	0	carga
burdensome	0	0	0	1	0	1	0	1	0	0	gravoso
bureau	0	0	0	0	0	0	0	0	0	0	oficina
bureaucracy	0	0	0	0	0	1	0	0	0	1	burocracia
bureaucrat	0	0	1	0	0	1	0	0	0	0	burócrata
audacity	0	0	0	0	0	1	0	0	0	0	osadía
boldness	0	0	0	0	0	0	1	0	0	0	audacia
audacious	0	0	0	0	0	0	0	0	0	0	osado
buried	0	0	0	1	0	1	0	1	0	0	enterrado
burke	1	0	1	1	0	1	0	1	0	0	Burke
burlap	0	0	0	0	0	0	0	0	0	0	arpillera
burlesque	0	0	0	0	0	0	0	0	1	0	burlesco
bold	0	0	0	0	0	0	1	0	0	0	audaz
burn	0	0	0	0	0	0	0	0	0	0	quemar
burner	0	0	0	0	0	0	0	0	0	0	quemador
burning	0	0	0	0	0	0	0	0	0	0	incendio
burnished	0	0	0	0	0	0	0	0	0	0	bruñido
burnout	0	0	0	0	0	0	0	0	0	0	agotamiento
burnt	0	0	1	0	0	1	0	0	0	0	quemado
burr	0	0	0	0	0	0	0	0	0	0	rebaba
burrow	0	0	0	0	0	0	0	0	0	0	madriguera
fearless	0	0	0	1	0	0	1	0	0	0	intrépido
audience	0	1	0	0	0	0	0	0	0	0	audiencia
bus	0	0	0	0	0	0	0	0	0	0	autobús
bush	0	0	0	0	0	0	0	0	0	0	arbusto
hushed	0	0	0	0	0	0	0	0	0	0	callado
bushy	0	0	0	0	0	0	0	0	0	0	tupido
business	0	0	0	0	0	0	0	0	0	0	negocio
buss	0	0	0	0	1	0	1	0	0	0	autobús
bust	0	0	0	0	0	0	0	0	0	0	busto
change	0	0	0	1	0	0	0	0	0	0	cambio
bustle	0	0	0	0	0	0	0	0	0	0	bullicio
bustling	0	0	0	0	0	0	0	0	0	0	bullicioso
busy	0	0	0	0	0	0	0	0	0	0	ocupado
butane	0	0	0	0	0	0	0	0	0	0	butano
butcher	1	0	1	1	0	1	0	0	0	0	carnicero
hearing	0	0	0	1	0	1	0	0	0	0	auditivo
chimes	0	0	0	0	0	0	0	0	0	0	campanadas
butter	0	0	0	0	0	0	0	0	0	0	manteca
butterfly	0	0	0	0	0	0	0	0	0	0	mariposa
buttery	0	0	0	0	0	0	1	0	0	0	mantecoso
buttock	0	0	0	0	0	0	0	0	0	0	nalga
button	0	0	0	0	0	0	0	0	0	0	botón
buttress	0	0	0	0	0	0	0	0	0	0	contrafuerte
augment	0	0	0	0	0	0	1	0	0	0	aumentar
buy	0	0	0	0	0	0	0	0	0	0	comprar
buyer	0	0	0	0	0	0	0	0	0	0	comprador
buying	0	0	0	0	0	0	0	0	0	0	comprar
heighten	0	0	0	1	0	1	0	0	0	0	elevar
campaign	0	0	0	0	0	0	0	0	0	0	Campaña
buzzer	0	0	0	0	0	0	0	0	0	0	zumbador
bye	0	1	0	0	0	0	0	0	0	0	adiós
bygone	0	0	0	0	0	0	0	0	0	0	pasado
bylaw	0	0	0	0	0	0	0	0	0	1	por ley
bystander	0	0	0	0	0	0	0	0	0	0	espectador
byte	0	0	0	0	0	0	0	0	0	0	byte
cab	0	0	0	0	0	0	1	0	0	0	taxi
cabal	0	0	0	1	0	1	0	0	0	0	cábala
cabbage	0	0	0	0	0	0	0	0	0	0	repollo
cabin	0	0	0	0	0	0	0	0	0	0	cabina
cabinet	0	0	0	0	0	0	1	0	0	1	gabinete
cable	0	0	0	0	0	0	0	0	1	0	cable
cabriolet	0	0	0	0	0	0	0	0	0	0	cabriolé
cache	0	0	0	0	0	0	0	0	0	0	cache
cacophony	1	0	1	0	0	1	0	0	0	0	cacofonía
increase	0	0	0	0	0	0	1	0	0	0	incrementar
magnify	0	0	0	0	0	0	0	0	0	0	magnificar
caddy	0	0	0	0	0	0	0	0	0	0	caddie
cadence	0	0	0	0	0	0	0	0	0	0	cadencia
cadet	0	0	0	0	0	0	0	0	0	0	cadete
cafe	0	0	0	0	0	0	1	0	0	0	cafetería
cage	0	0	0	0	0	1	0	1	0	0	jaula
cairn	0	0	0	0	0	0	0	0	0	0	mojón
cake	0	0	0	0	0	0	0	0	0	0	pastel
calamity	0	0	0	0	0	0	0	1	0	0	calamidad
calcareous	0	0	0	0	0	0	0	0	0	0	calcáreo
calculate	0	0	0	0	0	0	0	0	0	0	calcular
calculated	0	0	0	0	0	0	0	0	0	0	calculado
calculating	0	0	0	0	0	1	0	0	0	0	calculador
calculation	0	1	0	0	0	0	0	0	0	0	cálculo
calculator	0	0	0	0	0	0	1	0	0	1	calculadora
calculus	0	0	0	0	0	0	0	0	0	0	cálculo
calendar	0	0	0	0	0	0	0	0	0	0	calendario
calender	0	0	0	0	0	0	0	0	0	0	calandrar
calf	0	0	0	0	1	0	1	0	0	1	becerro
caliber	0	0	0	0	0	0	0	0	0	0	calibre
calibrate	0	0	0	0	0	0	0	0	0	0	calibrar
calico	0	0	0	0	0	0	0	0	0	0	calicó
calipers	0	0	0	0	0	0	0	0	0	0	calibrador
call	0	0	0	0	0	0	0	0	0	0	llamar
calligraphy	0	0	0	0	0	0	0	0	0	0	caligrafía
calling	0	0	0	0	0	0	0	0	0	0	vocación
callous	1	0	1	0	0	1	0	0	0	0	calloso
calls	0	1	0	0	0	1	0	0	0	1	llamadas
absent	0	0	0	0	0	1	0	1	0	0	ausente
absentee	0	0	0	0	0	1	0	1	0	0	ausente
caloric	0	0	0	0	0	0	0	0	0	0	calórico
calorie	0	0	0	0	0	0	0	0	0	0	caloría
calorimeter	0	0	0	0	0	0	0	0	0	0	calorímetro
cam	0	0	0	0	0	0	0	0	0	0	leva
camber	0	0	0	0	0	0	0	0	0	0	comba
camel	0	0	0	0	0	0	0	0	0	0	camello
cameo	0	0	0	0	0	0	0	0	0	0	camafeo
cameraman	0	0	0	0	0	0	0	0	0	0	camarógrafo
camisole	0	0	0	0	0	0	0	0	0	0	camisola
camouflage	0	0	0	0	0	0	0	0	1	0	camuflaje
camouflaged	0	0	0	0	0	0	0	0	1	0	camuflado
camp	0	0	0	0	0	0	0	0	0	0	acampar
cancel	0	0	0	0	0	1	0	1	0	0	cancelar
campaigner	0	0	0	0	0	0	0	0	0	0	paladín
marbles	0	0	0	0	0	0	0	0	0	0	canicas
campus	0	0	0	0	0	0	0	0	0	0	instalaciones
canal	0	0	0	0	0	0	0	0	0	0	canal
canary	0	0	0	0	0	0	1	0	0	0	canario
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
canceling	0	0	0	0	0	0	0	0	0	0	cancelado
cancellation	0	0	0	0	0	0	0	0	0	0	cancelación
cancer	1	0	1	1	0	1	0	1	0	0	cáncer
austere	0	0	0	1	0	1	0	1	0	0	austero
candidacy	0	0	0	0	0	0	0	0	0	0	candidatura
candidate	0	0	0	0	0	0	1	0	0	0	candidato
candied	0	0	0	0	0	0	1	0	0	0	azucarado
candle	0	0	0	0	0	0	0	0	0	0	vela
candlelight	0	0	0	0	0	0	0	0	0	0	luz de una vela
candlestick	0	0	0	0	0	0	0	0	0	0	candelero
candor	0	0	0	0	0	0	0	0	0	0	candor
candy	0	0	0	0	0	0	0	0	0	0	dulce
dour	0	0	0	0	0	1	0	0	0	0	devero
canine	0	0	0	0	0	0	0	0	0	0	canino
canister	0	0	0	0	0	0	0	0	0	0	frasco
canker	1	0	1	0	0	1	0	0	0	0	llaga gangrenosa
cannibal	0	0	1	1	0	1	0	0	0	0	caníbal
cannibalism	0	0	1	0	0	1	0	0	0	0	canibalismo
canning	0	0	0	0	0	0	0	0	0	0	envase
cannon	1	0	0	1	0	1	0	0	0	0	cañón
canoe	0	0	0	0	0	0	0	0	0	0	canoa
canon	0	0	0	0	0	0	0	0	0	0	canon
canonical	0	0	0	0	0	0	0	0	0	0	canónico
canons	0	0	0	0	0	0	0	0	0	1	cánones
canopy	0	0	0	0	0	0	0	0	0	0	pabellón
canteen	0	0	0	0	0	0	0	0	0	0	cantina
chaps	0	0	0	0	0	0	0	0	0	0	caps
cantilever	0	0	0	0	0	0	0	0	0	0	viga voladiza
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	cantón
canvas	0	0	0	0	0	0	0	0	0	0	lienzo
canvass	0	0	0	0	0	0	0	0	0	0	sondeo
cap	0	1	0	0	0	0	0	0	0	1	gorra
capability	0	0	0	0	0	0	0	0	0	0	capacidad
capable	0	0	0	0	0	0	0	0	0	0	capaz
capacity	0	0	0	0	0	0	0	0	0	0	capacidad
cape	0	0	0	0	0	0	0	0	0	0	capa
caper	0	0	0	0	0	0	0	0	0	0	alcaparra
capillary	0	0	0	0	0	0	0	0	0	0	capilar
capital	0	0	0	0	0	0	0	0	0	0	capital
capitalist	0	0	0	0	0	0	1	0	0	0	capitalista
capitals	0	0	0	0	0	0	0	0	0	0	capitales
capitation	0	0	0	0	0	0	0	0	0	0	capitación
capitol	0	0	0	0	0	0	0	0	0	0	Capitolio
capitulation	0	0	0	0	0	0	0	0	0	0	capitulación
caprice	0	0	0	0	0	0	0	0	0	0	Capricho
capricious	0	0	0	0	0	0	0	0	0	0	caprichoso
caps	0	0	0	0	0	0	0	0	0	0	tapas
capsule	0	0	0	0	0	0	0	0	0	0	cápsula
captain	0	0	0	0	0	0	1	0	0	0	capitán
caption	0	0	0	0	0	0	0	0	0	0	subtítulo
captivate	0	1	0	0	1	0	1	0	1	1	cautivar
captivating	0	0	0	0	0	0	1	0	0	0	cautivador
captive	0	0	0	1	0	1	0	1	0	0	cautivo
authentic	0	0	0	0	1	0	1	0	0	1	auténtico
captor	0	0	0	1	0	1	0	0	0	0	apresador
genuine	0	0	0	0	0	0	1	0	0	1	genuino
author	0	0	0	0	0	0	1	0	0	1	autor
caramel	0	0	0	0	0	0	0	0	0	0	caramelo
carat	0	0	0	0	0	0	0	0	0	0	quilate
caravan	0	0	0	0	0	0	0	0	0	0	caravana
carbon	0	0	0	0	0	0	0	0	0	0	carbón
carcass	0	0	1	1	0	1	0	1	0	0	cuerpo
carcinoma	0	0	0	1	0	1	0	1	0	0	carcinoma
card	0	0	0	0	0	0	0	0	0	0	tarjeta
cardigan	0	0	0	0	0	0	0	0	0	0	cárdigan
cardinal	0	0	0	0	0	0	0	0	0	0	cardenal
face	0	0	0	0	0	0	0	0	0	0	cara
cards	0	0	0	0	0	0	0	0	0	0	tarjetas
care	0	0	0	0	0	0	0	0	0	0	cuidado
features	0	0	0	0	0	0	0	0	0	0	caracteristicas
originator	0	0	0	0	0	0	0	0	0	0	autor
carefully	0	0	0	0	0	0	1	0	0	0	con cuidado
carelessness	1	0	1	0	0	1	0	0	0	0	descuido
caress	0	0	0	0	0	0	1	0	0	0	caricia
caret	0	0	0	0	0	0	0	0	0	0	signo de intercalación
perpetrator	1	0	1	1	0	1	0	1	0	0	perpetrador
cargo	0	0	0	0	0	0	0	0	0	0	carga
caribou	0	0	0	0	0	0	0	0	0	0	caribú
caricature	0	0	0	0	0	1	0	0	0	0	caricatura
caries	0	0	1	0	0	1	0	0	0	0	caries
carnage	1	0	1	1	0	1	0	1	1	0	carnicería
carnal	0	0	0	0	0	1	0	0	0	0	carnal
carnation	0	0	0	0	0	0	0	0	0	0	clavel
carnivorous	0	0	0	1	0	1	0	0	0	0	carnívoro
carol	0	0	0	0	1	0	1	0	0	1	villancico
carousel	0	0	0	0	0	0	0	0	0	0	carrusel
carpenter	0	0	0	0	0	0	0	0	0	0	carpintero
carriage	0	0	0	0	0	0	0	0	0	0	carro
carried	0	0	0	0	0	0	0	0	0	0	transportado
carrier	0	0	0	0	0	0	0	0	0	0	transportador
carry	0	0	0	0	0	0	0	0	0	0	llevar
carrying	0	0	0	0	0	0	0	0	0	0	que lleva
cart	0	0	0	0	0	0	0	0	0	0	carro
authorization	0	0	0	0	0	0	1	0	0	1	autorización
carter	0	0	0	0	0	0	0	0	0	0	carretero
cartilage	0	0	0	0	0	0	0	0	0	0	cartílago
cartographic	0	0	0	0	0	0	0	0	0	0	cartográfico
cartography	0	0	0	0	0	0	0	0	0	0	cartografía
cartoon	0	0	0	0	0	0	0	0	0	0	dibujos animados
stroke	0	0	0	1	0	1	0	1	0	0	carrera
cartridge	0	0	0	1	0	0	0	0	0	0	cartucho
carve	0	0	0	0	0	0	0	0	0	0	esculpir
carver	0	0	0	0	0	0	0	0	0	0	tallista
carving	0	0	0	0	0	0	0	0	0	0	tallado
cascade	0	0	0	0	0	0	1	0	0	0	cascada
case	0	0	0	1	0	1	0	1	0	0	caso
casein	0	0	0	0	0	0	0	0	0	0	caseína
clearance	0	0	0	0	0	0	1	0	0	1	autorización
cashier	0	0	0	0	0	0	0	0	0	1	cajero
cashmere	0	0	0	0	0	0	0	0	0	0	cachemira
casing	0	0	0	0	0	0	0	0	0	0	caja
casino	0	0	0	0	0	0	0	0	0	0	casino
cask	0	0	0	0	0	0	0	0	0	0	barril
accredited	0	0	0	0	0	0	1	0	0	1	acreditado
career	0	1	0	0	0	0	1	0	0	0	carrera profesional
caste	0	0	0	0	0	1	0	0	0	0	casta
caster	0	0	0	0	0	0	0	0	0	0	castor
castle	0	0	0	0	0	0	0	0	0	0	castillo
castor	0	0	0	0	0	0	0	0	0	0	castor
casual	0	0	0	0	0	0	0	0	0	0	casual
